icdv ; dx ; chapter ; subchapter ; code_range_start ; code_range_end ; pattern            ; description
10   ; 1  ;         ; T66-T78    ; T66              ; T78            ; ^T(6[6-9]|7[0-8])  ; T66-T78 Other and unspecified effects of external causes
10   ; 1  ;         ; T79-T79    ; T79              ; T79            ; ^T79               ; T79-T79 Certain early complications of trauma
10   ; 1  ;         ; T80-T88    ; T80              ; T88            ; ^T8                ; T80-T88 Complications of surgical and medical care, not elsewhere classified
10   ; 1  ;         ; T90-T98    ; T90              ; T98            ; ^T9                ; T90-T98 Sequelae of injuries, of poisoning and of other consequences of external causes
10   ; 1  ; XX      ;            ; V01              ; Y98            ; ^(V|W|X|Y)         ; XX: External causes of morbidity and mortality
10   ; 1  ;         ; V01-V09    ; V01              ; V09            ; ^V0                ; V01-V09 Pedestrian injured in transport accident
10   ; 1  ;         ; V10-V19    ; V10              ; V19            ; ^V1                ; V10-V19 Pedal cyclist injured in transport accident
10   ; 1  ;         ; V20-V29    ; V20              ; V29            ; ^V2                ; V20-V29 Motorcycle rider injured in transport accident
10   ; 1  ;         ; V30-V39    ; V30              ; V39            ; ^V3                ; V30-V39 Occupant of three-wheeled motor vehicle injured in transport accident
10   ; 1  ;         ; V40-V49    ; V40              ; V49            ; ^V4                ; V40-V49 Car occupant injured in transport accident
10   ; 1  ;         ; V50-V59    ; V50              ; V59            ; ^V5                ; V50-V59 Occupant of pick-up truck or van injured in transport accident
10   ; 1  ;         ; V60-V69    ; V60              ; V69            ; ^V6                ; V60-V69 Occupant of heavy transport vehicle injured in transport accident
10   ; 1  ;         ; V70-V79    ; V70              ; V79            ; ^V7                ; V70-V79 Bus occupant injured in transport accident
10   ; 1  ;         ; V80-V89    ; V80              ; V89            ; ^V8                ; V80-V89 Other land transport accidents
10   ; 1  ;         ; V90-V94    ; V90              ; V94            ; ^V9[0-4]           ; V90-V94 Water transport accidents
10   ; 1  ;         ; V95-V97    ; V95              ; V97            ; ^V9[5-7]           ; V95-V97 Air and space transport accidents
10   ; 1  ;         ; V98-V99    ; V98              ; V99            ; ^V9[8-9]           ; V98-V99 Other and unspecified transport accidents
10   ; 1  ;         ; W00-W19    ; W00              ; W19            ; ^W[0-1]            ; W00-W19 Falls
10   ; 1  ;         ; W20-W49    ; W20              ; W49            ; ^W[2-4]            ; W20-W49 Exposure to inanimate mechanical forces
10   ; 1  ;         ; W50-W64    ; W50              ; W64            ; ^W(5|6[0-4])       ; W50-W64 Exposure to animate mechanical forces
10   ; 1  ;         ; W65-W74    ; W65              ; W74            ; ^W(6[5-9]|7[0-4])  ; W65-W74 Accidental drowning and submersion
10   ; 1  ;         ; W75-W84    ; W75              ; W84            ; ^W(7[5-9]|8[0-4])  ; W75-W84 Other accidental threats to breathing
10   ; 1  ;         ; W85-W99    ; W85              ; W99            ; ^W(8[5-9]|9)       ; W85-W99 Exposure to electric current, radiation and extreme ambient air temperature and pressure
10   ; 1  ;         ; X00-X09    ; X00              ; X09            ; ^X0                ; X00-X09 Exposure to smoke, fire and flames
10   ; 1  ;         ; X10-X19    ; X10              ; X19            ; ^X1                ; X10-X19 Contact with heat and hot substances
10   ; 1  ;         ; X20-X29    ; X20              ; X29            ; ^X2                ; X20-X29 Contact with venomous animals and plants
10   ; 1  ;         ; X30-X39    ; X30              ; X39            ; ^X3                ; X30-X39 Exposure to forces of nature
10   ; 1  ;         ; X40-X49    ; X40              ; X49            ; ^X4                ; X40-X49 Accidental poisoning by and exposure to noxious substances
10   ; 1  ;         ; X50-X57    ; X50              ; X57            ; ^X5[0-7]           ; X50-X57 Overexertion, travel and privation
10   ; 1  ;         ; X58-X59    ; X58              ; X59            ; ^X5[8-9]           ; X58-X59 Accidental exposure to other and unspecified factors
10   ; 1  ;         ; X60-X84    ; X60              ; X84            ; ^X(6|7|8[0-4])     ; X60-X84 Intentional self-harm
10   ; 1  ;         ; X85-Y09    ; X85              ; Y09            ; ^(X8[5-9]|X9|Y0)   ; X85-Y09 Assault
10   ; 1  ;         ; Y10-Y34    ; Y10              ; Y34            ; ^Y(1|2|3[0-4])     ; Y10-Y34 Event of undetermined intent
10   ; 1  ;         ; Y35-Y36    ; Y35              ; Y36            ; ^Y3[5-6]           ; Y35-Y36 Legal intervention and operations of war
10   ; 1  ;         ; Y40-Y59    ; Y40              ; Y59            ; ^Y(4|5)            ; Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use
10   ; 1  ;         ; Y60-Y69    ; Y60              ; Y69            ; ^Y6                ; Y60-Y69 Misadventures to patients during surgical and medical care
10   ; 1  ;         ; Y70-Y82    ; Y70              ; Y82            ; ^Y(7|8[0-2])       ; Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use
10   ; 1  ;         ; Y83-Y84    ; Y83              ; Y84            ; ^Y8[3-4]           ; Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure
10   ; 1  ;         ; Y85-Y89    ; Y85              ; Y89            ; ^Y8[5-9]           ; Y85-Y89 Sequelae of external causes of morbidity and mortality
10   ; 1  ;         ; Y90-Y98    ; Y90              ; Y98            ; ^Y9                ; Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere
10   ; 1  ; XXI     ;            ; Z00              ; Z99            ; ^Z                 ; XXI: Factors influencing health status and contact with health services
10   ; 1  ;         ; Z00-Z13    ; Z00              ; Z13            ; ^Z(0|1)            ; Z00-Z13 Persons encountering health services for examination and investigation
10   ; 1  ;         ; Z20-Z29    ; Z20              ; Z29            ; ^Z2                ; Z20-Z29 Persons with potential health hazards related to communicable diseases
10   ; 1  ;         ; Z30-Z39    ; Z30              ; Z39            ; ^Z3                ; Z30-Z39 Persons encountering health services in circumstances related to reproduction
10   ; 1  ;         ; Z40-Z54    ; Z40              ; Z54            ; ^Z(4|5[0-4])       ; Z40-Z54 Persons encountering health services for specific procedures and health care
10   ; 1  ;         ; Z55-Z65    ; Z55              ; Z65            ; ^Z(5[5-9]|6[0-5])  ; Z55-Z65 Persons with potential health hazards related to socioeconomic and psychosocial circumstances
10   ; 1  ;         ; Z70-Z76    ; Z70              ; Z76            ; ^Z7                ; Z70-Z76 Persons encountering health services in other circumstances
10   ; 1  ;         ; Z80-Z99    ; Z80              ; Z99            ; ^Z(8|9)            ; Z80-Z99 Persons with potential health hazards related to family and personal history and certain conditions influencing health status
10   ; 1  ; XXII    ;            ; U00              ; U99            ; ^U                 ; XXII: Codes for special purposes
10   ; 1  ;         ; U00-U49    ; U00              ; U49            ; ^U[0-4]            ; U00-U49 Provisional assignment of new diseases of uncertain etiology or emergency use
10   ; 1  ;         ; U82-U85    ; U82              ; U85            ; ^U8[2-5]           ; U82-U85 Resistance to antimicrobial and antineoplastic drugs
10   ; 0  ; 0       ;            ; 0                ; 0              ; ^0                 ; 0  Medical and Surgical
10   ; 0  ;         ; 00         ; 00               ; 00             ; ^00                ; 00 Central Nervous System and Cranial Nerves
10   ; 0  ;         ; 01         ; 01               ; 01             ; ^01                ; 01 Peripheral Nervous System
10   ; 0  ;         ; 02         ; 02               ; 02             ; ^02                ; 02 Heart and Great Vessels
10   ; 0  ;         ; 03         ; 03               ; 03             ; ^03                ; 03 Upper Arteries
10   ; 0  ;         ; 04         ; 04               ; 04             ; ^04                ; 04 Lower Arteries
10   ; 0  ;         ; 05         ; 05               ; 05             ; ^05                ; 05 Upper Veins
10   ; 0  ;         ; 06         ; 06               ; 06             ; ^06                ; 06 Lower Veins
10   ; 0  ;         ; 07         ; 07               ; 07             ; ^07                ; 07 Lymphatic and Hemic Systems
10   ; 0  ;         ; 08         ; 08               ; 08             ; ^08                ; 08 Eye
10   ; 0  ;         ; 09         ; 09               ; 09             ; ^09                ; 09 Ear, Nose, Sinus
10   ; 0  ;         ; 0B         ; 0B               ; 0B             ; ^0B                ; 0B Respiratory System
10   ; 0  ;         ; 0C         ; 0C               ; 0C             ; ^0C                ; 0C Mouth and Throat
10   ; 0  ;         ; 0D         ; 0D               ; 0D             ; ^0D                ; 0D Gastrointestinal System
10   ; 0  ;         ; 0F         ; 0F               ; 0F             ; ^0F                ; 0F Hepatobiliary System and Pancreas
10   ; 0  ;         ; 0G         ; 0G               ; 0G             ; ^0G                ; 0G Endocrine System
10   ; 0  ;         ; 0H         ; 0H               ; 0H             ; ^0H                ; 0H Skin and Breast
10   ; 0  ;         ; 0J         ; 0J               ; 0J             ; ^0J                ; 0J Subcutaneous Tissue and Fascia
10   ; 0  ;         ; 0K         ; 0K               ; 0K             ; ^0K                ; 0K Muscles
10   ; 0  ;         ; 0L         ; 0L               ; 0L             ; ^0L                ; 0L Tendons
10   ; 0  ;         ; 0M         ; 0M               ; 0M             ; ^0M                ; 0M Bursae and Ligaments
10   ; 0  ;         ; 0N         ; 0N               ; 0N             ; ^0N                ; 0N Head and Facial Bones
10   ; 0  ;         ; 0P         ; 0P               ; 0P             ; ^0P                ; 0P Upper Bones
10   ; 0  ;         ; 0Q         ; 0Q               ; 0Q             ; ^0Q                ; 0Q Lower Bones
10   ; 0  ;         ; 0R         ; 0R               ; 0R             ; ^0R                ; 0R Upper Joints
10   ; 0  ;         ; 0S         ; 0S               ; 0S             ; ^0S                ; 0S Lower Joints
10   ; 0  ;         ; 0T         ; 0T               ; 0T             ; ^0T                ; 0T Urinary System
10   ; 0  ;         ; 0U         ; 0U               ; 0U             ; ^0U                ; 0U Female Reproductive System
10   ; 0  ;         ; 0V         ; 0V               ; 0V             ; ^0V                ; 0V Male Reproductive System
10   ; 0  ;         ; 0W         ; 0W               ; 0W             ; ^0W                ; 0W Anatomical Regions, General
10   ; 0  ;         ; 0X         ; 0X               ; 0X             ; ^0X                ; 0X Anatomical Regions, Upper Extremities
10   ; 0  ;         ; 0Y         ; 0Y               ; 0Y             ; ^0Y                ; 0Y Anatomical Regions, Lower Extremities
10   ; 0  ; 1       ;            ; 1                ; 1              ; ^1                 ; 1  Obstetrics
10   ; 0  ;         ; 10         ; 10               ; 10             ; ^10                ; 10 Pregnancy
10   ; 0  ; 2       ;            ; 2                ; 2              ; ^2                 ; 2  Placement
10   ; 0  ;         ; 2W         ; 2W               ; 2W             ; ^2W                ; 2W Anatomical Regions
10   ; 0  ;         ; 2Y         ; 2Y               ; 2Y             ; ^2Y                ; 2Y Anatomical Orifices
10   ; 0  ; 3       ;            ; 3                ; 3              ; ^3                 ; 3  Administration
10   ; 0  ;         ; 30         ; 30               ; 30             ; ^30                ; 30 Circulatory
10   ; 0  ;         ; 3C         ; 3C               ; 3C             ; ^3C                ; 3C Indwelling Device
10   ; 0  ;         ; 3E         ; 3E               ; 3E             ; ^3E                ; 3E Physiological Systems and Anatomical Regions
10   ; 0  ; 4       ;            ; 4                ; 4              ; ^4                 ; 4  Measurement and Monitoring
10   ; 0  ;         ; 4A         ; 4A               ; 4A             ; ^4A                ; 4A Physiological Systems
10   ; 0  ;         ; 4B         ; 4B               ; 4B             ; ^4B                ; 4B Physiological Devices
10   ; 0  ; 5       ;            ; 5                ; 5              ; ^5                 ; 5  Extracorporeal or Systemic Assistance and Performance
10   ; 0  ;         ; 5A         ; 5A               ; 5A             ; ^5A                ; 5A Physiological Systems
10   ; 0  ; 6       ;            ; 6                ; 6              ; ^6                 ; 6  Extracorporeal or Systemic Therapies
10   ; 0  ;         ; 6A         ; 6A               ; 6A             ; ^6A                ; 6A Physiological Systems
10   ; 0  ; 7       ;            ; 7                ; 7              ; ^7                 ; 7  Osteopathic
10   ; 0  ;         ; 7W         ; 7W               ; 7W             ; ^7W                ; 7W Anatomical Regions
10   ; 0  ; 8       ;            ; 8                ; 8              ; ^8                 ; 8  Other Procedures
10   ; 0  ;         ; 8C         ; 8C               ; 8C             ; ^8C                ; 8C Indwelling Device
10   ; 0  ;         ; 8E         ; 8E               ; 8E             ; ^8E                ; 8E Physiological Systems and Anatomical Regions
10   ; 0  ; 9       ;            ; 9                ; 9              ; ^9                 ; 9  Chiropractic
10   ; 0  ;         ; 9W         ; 9W               ; 9W             ; ^9W                ; 9W Anatomical Regions
10   ; 0  ; B       ;            ; B                ; B              ; ^B                 ; B  Imaging
10   ; 0  ;         ; B0         ; B0               ; B0             ; ^B0                ; B0 Central Nervous System
10   ; 0  ;         ; B2         ; B2               ; B2             ; ^B2                ; B2 Heart
10   ; 0  ;         ; B3         ; B3               ; B3             ; ^B3                ; B3 Upper Arteries
10   ; 0  ;         ; B4         ; B4               ; B4             ; ^B4                ; B4 Lower Arteries
10   ; 0  ;         ; B5         ; B5               ; B5             ; ^B5                ; B5 Veins
10   ; 0  ;         ; B7         ; B7               ; B7             ; ^B7                ; B7 Lymphatic System
10   ; 0  ;         ; B8         ; B8               ; B8             ; ^B8                ; B8 Eye
10   ; 0  ;         ; B9         ; B9               ; B9             ; ^B9                ; B9 Ear, Nose, Mouth and Throat
10   ; 0  ;         ; BB         ; BB               ; BB             ; ^BB                ; BB Respiratory System
10   ; 0  ;         ; BD         ; BD               ; BD             ; ^BD                ; BD Gastrointestinal System
10   ; 0  ;         ; BF         ; BF               ; BF             ; ^BF                ; BF Hepatobiliary System and Pancreas
10   ; 0  ;         ; BG         ; BG               ; BG             ; ^BG                ; BG Endocrine System
10   ; 0  ;         ; BH         ; BH               ; BH             ; ^BH                ; BH Skin, Subcutaneous Tissue and Breast
10   ; 0  ;         ; BL         ; BL               ; BL             ; ^BL                ; BL Connective Tissue
10   ; 0  ;         ; BN         ; BN               ; BN             ; ^BN                ; BN Skull and Facial Bones
10   ; 0  ;         ; BP         ; BP               ; BP             ; ^BP                ; BP Non-Axial Upper Bones
10   ; 0  ;         ; BQ         ; BQ               ; BQ             ; ^BQ                ; BQ Non-Axial Lower Bones
10   ; 0  ;         ; BR         ; BR               ; BR             ; ^BR                ; BR Axial Skeleton, Except Skull and Facial Bones
10   ; 0  ;         ; BT         ; BT               ; BT             ; ^BT                ; BT Urinary System
10   ; 0  ;         ; BU         ; BU               ; BU             ; ^BU                ; BU Female Reproductive System
10   ; 0  ;         ; BV         ; BV               ; BV             ; ^BV                ; BV Male Reproductive System
10   ; 0  ;         ; BW         ; BW               ; BW             ; ^BW                ; BW Anatomical Regions
10   ; 0  ;         ; BY         ; BY               ; BY             ; ^BY                ; BY Fetus and Obstetrical
10   ; 0  ; C       ;            ; C                ; C              ; ^C                 ; C  Nuclear Medicine
10   ; 0  ;         ; C0         ; C0               ; C0             ; ^C0                ; C0 Central Nervous System
10   ; 0  ;         ; C2         ; C2               ; C2             ; ^C2                ; C2 Heart
10   ; 0  ;         ; C5         ; C5               ; C5             ; ^C5                ; C5 Veins
10   ; 0  ;         ; C7         ; C7               ; C7             ; ^C7                ; C7 Lymphatic and Hematologic System
10   ; 0  ;         ; C8         ; C8               ; C8             ; ^C8                ; C8 Eye
10   ; 0  ;         ; C9         ; C9               ; C9             ; ^C9                ; C9 Ear, Nose, Mouth and Throat
10   ; 0  ;         ; CB         ; CB               ; CB             ; ^CB                ; CB Respiratory System
10   ; 0  ;         ; CD         ; CD               ; CD             ; ^CD                ; CD Gastrointestinal System
10   ; 0  ;         ; CF         ; CF               ; CF             ; ^CF                ; CF Hepatobiliary System and Pancreas
10   ; 0  ;         ; CG         ; CG               ; CG             ; ^CG                ; CG Endocrine System
10   ; 0  ;         ; CH         ; CH               ; CH             ; ^CH                ; CH Skin, Subcutaneous Tissue and Breast
10   ; 0  ;         ; CP         ; CP               ; CP             ; ^CP                ; CP Musculoskeletal System
10   ; 0  ;         ; CT         ; CT               ; CT             ; ^CT                ; CT Urinary System
10   ; 0  ;         ; CV         ; CV               ; CV             ; ^CV                ; CV Male Reproductive System
10   ; 0  ;         ; CW         ; CW               ; CW             ; ^CW                ; CW Anatomical Regions
10   ; 0  ; D       ;            ; D                ; D              ; ^D                 ; D  Radiation Therapy
10   ; 0  ;         ; D0         ; D0               ; D0             ; ^D0                ; D0 Central and Peripheral Nervous System
10   ; 0  ;         ; D7         ; D7               ; D7             ; ^D7                ; D7 Lymphatic and Hematologic System
10   ; 0  ;         ; D8         ; D8               ; D8             ; ^D8                ; D8 Eye
10   ; 0  ;         ; D9         ; D9               ; D9             ; ^D9                ; D9 Ear, Nose, Mouth and Throat
10   ; 0  ;         ; DB         ; DB               ; DB             ; ^DB                ; DB Respiratory System
10   ; 0  ;         ; DD         ; DD               ; DD             ; ^DD                ; DD Gastrointestinal System
10   ; 0  ;         ; DF         ; DF               ; DF             ; ^DF                ; DF Hepatobiliary System and Pancreas
10   ; 0  ;         ; DG         ; DG               ; DG             ; ^DG                ; DG Endocrine System
10   ; 0  ;         ; DH         ; DH               ; DH             ; ^DH                ; DH Skin
10   ; 0  ;         ; DM         ; DM               ; DM             ; ^DM                ; DM Breast
10   ; 0  ;         ; DP         ; DP               ; DP             ; ^DP                ; DP Musculoskeletal System
10   ; 0  ;         ; DT         ; DT               ; DT             ; ^DT                ; DT Urinary System
10   ; 0  ;         ; DU         ; DU               ; DU             ; ^DU                ; DU Female Reproductive System
10   ; 0  ;         ; DV         ; DV               ; DV             ; ^DV                ; DV Male Reproductive System
10   ; 0  ;         ; DW         ; DW               ; DW             ; ^DW                ; DW Anatomical Regions
10   ; 0  ; F       ;            ; F                ; F              ; ^F                 ; F  Physical Rehabilitation and Diagnostic Audiology
10   ; 0  ;         ; F0         ; F0               ; F0             ; ^F0                ; F0 Rehabilitation
10   ; 0  ;         ; F1         ; F1               ; F1             ; ^F1                ; F1 Diagnostic Audiology
10   ; 0  ; G       ;            ; G                ; G              ; ^G                 ; G  Mental Health
10   ; 0  ;         ; GZ         ; GZ               ; GZ             ; ^GZ                ; GZ None
10   ; 0  ; H       ;            ; H                ; H              ; ^H                 ; H  Substance Abuse Treatment
10   ; 0  ;         ; HZ         ; HZ               ; HZ             ; ^HZ                ; HZ None
10   ; 0  ; X       ;            ; X                ; X              ; ^X                 ; X  New Technology
10   ; 0  ;         ; X0         ; X0               ; X0             ; ^X0                ; X0 Nervous System
10   ; 0  ;         ; X2         ; X2               ; X2             ; ^X2                ; X2 Cardiovascular System
10   ; 0  ;         ; XD         ; XD               ; XD             ; ^XD                ; XD Gastrointestinal System
10   ; 0  ;         ; XF         ; XF               ; XF             ; ^XF                ; XF Hepatobiliary System and Pancreas
10   ; 0  ;         ; XH         ; XH               ; XH             ; ^XH                ; XH Skin, Subcutaneous Tissue, Fascia and Breast
10   ; 0  ;         ; XK         ; XK               ; XK             ; ^XK                ; XK Muscles, Tendons, Bursae and Ligaments
10   ; 0  ;         ; XN         ; XN               ; XN             ; ^XN                ; XN Bones
10   ; 0  ;         ; XR         ; XR               ; XR             ; ^XR                ; XR Joints
10   ; 0  ;         ; XT         ; XT               ; XT             ; ^XT                ; XT Urinary System
10   ; 0  ;         ; XW         ; XW               ; XW             ; ^XW                ; XW Anatomical Regions
10   ; 0  ;         ; XX         ; XX               ; XX             ; ^XX                ; XX Physiological Systems
10   ; 0  ;         ; XY         ; XY               ; XY             ; ^XY                ; XY Extracorporeal
