U50        Team ball sports
V38.34      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while resting, sleeping, eating or engaging in other vital activities
V38.38      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, while engaged in other specified activities
V38.39      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle, nontraffic accident, during unspecified activity
V38.4       Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person injured while boarding or alighting
V38.40      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, while boarding or alighting, while engaged in sports activity
V38.41      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, while boarding or alighting, while engaged in leisure activity
V38.42      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, while boarding or alighting, while working for income
V38.43      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, while boarding or alighting, while engaged in other types of work
V38.44      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, while boarding or alighting, while resting, sleeping, eating or engaging in other vital activities
V38.48      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, while boarding or alighting, while engaged in other specified activities
V38.49      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, while boarding or alighting, during unspecified activity
V38.5       Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver injured in traffic accident
V38.50      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, traffic accident, while engaged in sports activity
V38.51      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, traffic accident, while engaged in leisure activity
V38.52      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, traffic accident, while working for income
V38.53      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, traffic accident, while engaged in other types of work
V38.54      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V38.58      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, traffic accident, while engaged in other specified activities
V38.59      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, traffic accident, during unspecified activity
V38.6       Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger injured in traffic accident
V38.60      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, traffic accident, while engaged in sports activity
V38.61      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, traffic accident, while engaged in leisure activity
V38.62      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, traffic accident, while working for income
V38.63      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, traffic accident, while engaged in other types of work
V38.64      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V38.68      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, traffic accident, while engaged in other specified activities
V38.69      Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, traffic accident, during unspecified activity
V38.7       Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle injured in traffic accident
