U50         Team ball sports
V75.40      Bus occupant injured in collision with railway train or railway vehicle, while boarding or alighting, while engaged in sports activity
V75.41      Bus occupant injured in collision with railway train or railway vehicle, while boarding or alighting, while engaged in leisure activity
V75.42      Bus occupant injured in collision with railway train or railway vehicle, while boarding or alighting, while working for income
V75.43      Bus occupant injured in collision with railway train or railway vehicle, while boarding or alighting, while engaged in other types of work
V75.44      Bus occupant injured in collision with railway train or railway vehicle, while boarding or alighting, while resting, sleeping, eating or engaging in other vital activities
V75.48      Bus occupant injured in collision with railway train or railway vehicle, while boarding or alighting, while engaged in other specified activity
V75.49      Bus occupant injured in collision with railway train or railway vehicle, while boarding or alighting, during unspecified activity
V75.5       Bus occupant injured in collision with railway train or railway vehicle, driver injured in traffic accident
V75.50      Bus occupant injured in collision with railway train or railway vehicle, driver, traffic accident, while engaged in sports activity
V75.51      Bus occupant injured in collision with railway train or railway vehicle, driver, traffic accident, while engaged in leisure activity
V75.52      Bus occupant injured in collision with railway train or railway vehicle, driver, traffic accident, while working for income
V75.53      Bus occupant injured in collision with railway train or railway vehicle, driver, traffic accident, while engaged in other types of work
V75.54      Bus occupant injured in collision with railway train or railway vehicle, driver, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V75.58      Bus occupant injured in collision with railway train or railway vehicle, driver, traffic accident, while engaged in other specified activity
V75.59      Bus occupant injured in collision with railway train or railway vehicle, driver, traffic accident, during unspecified activity
V75.6       Bus occupant injured in collision with railway train or railway vehicle, passenger injured in traffic accident
V75.60      Bus occupant injured in collision with railway train or railway vehicle, passenger, traffic accident, while engaged in sports activity
V75.61      Bus occupant injured in collision with railway train or railway vehicle, passenger, traffic accident, while engaged in leisure activity
V75.62      Bus occupant injured in collision with railway train or railway vehicle, passenger, traffic accident, while working for income
V75.63      Bus occupant injured in collision with railway train or railway vehicle, passenger, traffic accident, while engaged in other types of work
V75.64      Bus occupant injured in collision with railway train or railway vehicle, passenger, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V75.68      Bus occupant injured in collision with railway train or railway vehicle, passenger, traffic accident, while engaged in other specified activity
V75.69      Bus occupant injured in collision with railway train or railway vehicle, passenger, traffic accident, during unspecified activity
V75.7       Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle injured in traffic accident
V75.70      Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident, while engaged in sports activity
V75.71      Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident, while engaged in leisure activity
V75.72      Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident, while working for income
V75.73      Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident, while engaged in other types of work
