U50         Team ball sports
V18.28      Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist, nontraffic accident, while engaged in other specified activities
V18.29      Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist, nontraffic accident, during unspecified activity
V18.3       Pedal cyclist injured in noncollision transport accident, person injured while boarding or alighting
V18.30      Pedal cyclist injured in noncollision transport accident, while boarding or alighting, while engaged in sports activity
V18.31      Pedal cyclist injured in noncollision transport accident, while boarding or alighting, while engaged in leisure activity
V18.32      Pedal cyclist injured in noncollision transport accident, while boarding or alighting, while working for an income
V18.33      Pedal cyclist injured in noncollision transport accident, while boarding or alighting, while engaged in other types of work
V18.34      Pedal cyclist injured in noncollision transport accident, while boarding or alighting, while resting, sleeping, eating or engaging in other vital activities
V18.38      Pedal cyclist injured in noncollision transport accident, while boarding or alighting, while engaged in other specified activities
V18.39      Pedal cyclist injured in noncollision transport accident, while boarding or alighting, during unspecified activity
V18.4       Pedal cyclist injured in noncollision transport accident, driver injured in traffic accident
V18.40      Pedal cyclist injured in noncollision transport accident, driver, traffic accident, while engaged in sports activity
V18.41      Pedal cyclist injured in noncollision transport accident, driver, traffic accident, while engaged in leisure activity
V18.42      Pedal cyclist injured in noncollision transport accident, driver, traffic accident, while working for an income
V18.43      Pedal cyclist injured in noncollision transport accident, driver, traffic accident, while engaged in other types of work
V18.44      Pedal cyclist injured in noncollision transport accident, driver, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V18.48      Pedal cyclist injured in noncollision transport accident, driver, traffic accident, while engaged in other specified activities
V18.49      Pedal cyclist injured in noncollision transport accident, driver, traffic accident, during unspecified activity, during unspecified activity
V18.5       Pedal cyclist injured in noncollision transport accident, passenger injured in traffic accident
V18.50      Pedal cyclist injured in noncollision transport accident, passenger, traffic accident, while engaged in sports activity
V18.51      Pedal cyclist injured in noncollision transport accident, passenger, traffic accident, while engaged in leisure activity
V18.52      Pedal cyclist injured in noncollision transport accident, passenger, traffic accident, while working for an income, while working for an income
V18.53      Pedal cyclist injured in noncollision transport accident, passenger, traffic accident, while engaged in other types of work
V18.54      Pedal cyclist injured in noncollision transport accident, passenger, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V18.58      Pedal cyclist injured in noncollision transport accident, passenger, traffic accident, while engaged in other specified activities
V18.59      Pedal cyclist injured in noncollision transport accident, passenger, traffic accident, during unspecified activity, during unspecified activity
V18.9       Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in traffic accident
V18.90      Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist, traffic accident, while engaged in sports activity
V18.91      Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist, traffic accident, while engaged in leisure activity
V18.92      Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist, traffic accident, while working for an income, while working for an income
V18.93      Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist, traffic accident, while engaged in other types of work
V18.94      Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist, traffic accident, while resting, sleeping, eating or engaging in other vital activities
V18.98      Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist, traffic accident, while engaged in other specified activities
V18.99      Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist, traffic accident, during unspecified activity, during unspecified activity
V19         Pedal cyclist injured in other and unspecified transport accidents
V19.0       Pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident
V19.00      Driver injured in collision with other and unspecified motor vehicles in nontraffic accident, while engaged in sports activity
